ride_id,travel_from,max_capacity,year,month,day,day_of_week,hour,minute,tickets
7821,Kisii,11,2018,2,18,6,7,0,4
7822,Kisii,11,2018,2,18,6,5,0,1
7829,Kisii,49,2018,2,17,5,7,1,1
7830,Kisii,49,2018,2,17,5,7,8,1
7831,Kisii,49,2018,2,17,5,7,6,1
7832,Kisii,11,2018,2,17,5,9,40,2
7833,Kisii,11,2018,2,17,5,9,20,1
7834,Kisii,49,2018,2,17,5,7,7,1
7835,Kisii,11,2018,2,17,5,5,0,1
7836,Kisii,11,2018,2,17,5,5,40,1
7847,Kisii,49,2018,2,16,4,7,14,6
7848,Kisii,49,2018,2,16,4,7,6,11
7849,Kisii,49,2018,2,16,4,7,1,1
7850,Kisii,11,2018,2,16,4,5,20,1
7851,Kisii,11,2018,2,16,4,11,2,4
7852,Kisii,11,2018,2,16,4,11,1,10
7853,Kisii,11,2018,2,16,4,11,0,10
7854,Kisii,11,2018,2,16,4,10,59,11
7855,Kisii,11,2018,2,16,4,10,58,6
7856,Kisii,11,2018,2,16,4,10,57,11
7857,Kisii,11,2018,2,16,4,10,56,10
7858,Kisii,11,2018,2,16,4,10,55,9
7859,Kisii,11,2018,2,16,4,10,54,11
7860,Kisii,11,2018,2,16,4,10,53,7
7861,Kisii,11,2018,2,16,4,10,52,9
7862,Kisii,11,2018,2,16,4,10,51,8
7863,Kisii,11,2018,2,16,4,10,50,11
7864,Keroka,11,2017,12,20,2,5,0,1
7865,Kisii,11,2018,2,16,4,10,40,8
7866,Homa Bay,49,2017,12,20,2,7,4,16
7868,Rongo,49,2017,12,20,2,7,4,12
7869,Kijauri,11,2017,12,20,2,5,50,1
7870,Kijauri,11,2017,12,20,2,6,10,1
7871,Kisii,11,2018,2,16,4,10,30,4
7872,Kisii,11,2018,2,16,4,10,10,9
7873,Kisii,11,2018,2,16,4,10,20,2
7874,Kisii,11,2018,2,16,4,10,0,10
7875,Rongo,49,2017,12,20,2,7,0,1
7876,Rongo,49,2017,12,20,2,7,10,1
7877,Rongo,49,2017,12,20,2,7,5,3
7878,Kijauri,49,2017,12,20,2,7,4,1
7882,Kisii,11,2018,2,16,4,9,50,8
7883,Kisii,11,2018,2,16,4,9,40,11
7885,Migori,49,2017,12,21,3,7,8,8
7886,Rongo,49,2017,12,21,3,7,14,8
7887,Migori,49,2017,12,21,3,7,13,13
7888,Homa Bay,49,2017,12,21,3,7,4,34
7889,Homa Bay,49,2017,12,21,3,7,10,4
7890,Homa Bay,49,2017,12,21,3,7,9,37
7891,Migori,49,2017,12,21,3,7,12,48
7892,Kisii,11,2018,2,16,4,9,30,9
7893,Kisii,11,2018,2,16,4,9,20,10
7894,Kisii,11,2018,2,16,4,9,10,10
7895,Keroka,49,2017,12,21,3,7,4,3
7896,Kisii,11,2018,2,16,4,9,0,10
7897,Kisii,11,2018,2,16,4,8,50,9
7898,Kisii,11,2018,2,16,4,8,40,10
7899,Kisii,11,2018,2,16,4,8,30,11
7900,Kisii,11,2018,2,16,4,8,20,9
7901,Kisii,11,2018,2,16,4,8,10,11
7902,Kisii,11,2018,2,16,4,8,0,8
7903,Kisii,11,2018,2,16,4,7,40,6
7904,Kisii,11,2018,2,16,4,7,50,10
7905,Migori,49,2017,12,21,3,7,15,40
7906,Kisii,11,2018,2,16,4,7,30,11
7907,Kisii,11,2018,2,16,4,7,20,10
7908,Kisii,11,2018,2,16,4,7,9,6
7909,Kisii,11,2018,2,16,4,7,0,9
7910,Kisii,11,2018,2,16,4,6,30,1
7911,Kisii,11,2018,2,16,4,6,50,1
7912,Kisii,11,2018,2,16,4,5,10,1
7913,Kisii,11,2018,2,16,4,5,0,1
7914,Kisii,11,2018,2,16,4,5,40,1
7922,Kisii,49,2018,2,15,3,7,6,7
7923,Kisii,11,2018,2,15,3,9,50,1
7924,Kisii,11,2018,2,15,3,7,20,10
7925,Kisii,11,2018,2,15,3,9,20,1
7926,Kisii,11,2018,2,15,3,9,30,1
7927,Kisii,11,2018,2,15,3,9,10,11
7928,Kisii,49,2018,2,15,3,7,4,1
7929,Kisii,11,2018,2,15,3,9,0,9
7930,Kisii,11,2018,2,15,3,8,40,11
7931,Kisii,11,2018,2,15,3,8,50,7
7932,Kisii,11,2018,2,15,3,8,30,10
7933,Kisii,11,2018,2,15,3,8,20,5
7934,Kisii,11,2018,2,15,3,8,10,7
7935,Kijauri,49,2017,12,21,3,7,6,2
7936,Kisii,11,2018,2,15,3,8,0,9
7937,Kijauri,49,2017,12,21,3,7,14,1
7938,Kisii,11,2018,2,15,3,7,50,4
7939,Kisii,11,2018,2,15,3,7,40,8
7940,Kisii,11,2018,2,15,3,7,30,10
7941,Kijauri,11,2017,12,21,3,6,40,1
7942,Kisii,11,2018,2,15,3,7,9,9
7943,Kisii,49,2018,2,15,3,7,7,16
20111,Kisii,49,2018,2,15,3,7,9,13
7944,Kisii,11,2018,2,15,3,7,0,9
7945,Kisii,11,2018,2,15,3,6,50,9
7946,Kisii,11,2018,2,15,3,6,40,6
7947,Rongo,49,2017,12,21,3,7,10,1
7948,Rongo,49,2017,12,21,3,7,13,5
7949,Kisii,11,2018,2,15,3,6,30,1
7951,Rongo,49,2017,12,21,3,7,5,4
7952,Kijauri,11,2017,12,21,3,5,40,2
7953,Rongo,49,2017,12,21,3,7,9,1
7954,Homa Bay,49,2017,12,21,3,7,11,2
7957,Rongo,49,2017,12,21,3,7,4,4
7964,Homa Bay,49,2017,12,22,4,7,9,27
7965,Homa Bay,49,2017,12,22,4,7,4,18
7966,Rongo,49,2017,12,22,4,7,14,8
7967,Migori,49,2017,12,22,4,7,12,19
7968,Kijauri,49,2017,12,22,4,7,6,9
7970,Migori,49,2017,12,22,4,7,8,4
7972,Keroka,49,2017,12,22,4,7,4,3
7973,Keroka,11,2017,12,22,4,10,0,1
7977,Kisii,49,2018,2,14,2,7,4,2
7978,Kisii,49,2018,2,14,2,7,6,13
7979,Kisii,49,2018,2,14,2,7,5,1
7980,Kisii,49,2018,2,14,2,7,8,1
7981,Kisii,11,2018,2,14,2,6,0,1
7982,Kisii,11,2018,2,14,2,10,50,5
7983,Kisii,11,2018,2,14,2,10,40,11
7984,Kisii,11,2018,2,14,2,10,30,11
7985,Kisii,11,2018,2,14,2,10,20,10
7986,Kijauri,11,2017,12,22,4,8,50,1
7987,Kisii,11,2018,2,14,2,10,10,11
7988,Kisii,11,2018,2,14,2,10,0,9
7989,Kisii,49,2018,2,14,2,7,7,16
7990,Kisii,11,2018,2,14,2,9,50,11
7991,Kisii,11,2018,2,14,2,9,40,11
7992,Kisii,11,2018,2,14,2,9,30,9
7993,Kisii,11,2018,2,14,2,9,20,6
7994,Kisii,11,2018,2,14,2,9,10,10
7995,Kisii,11,2018,2,14,2,9,0,9
7996,Kisii,11,2018,2,14,2,8,50,11
7997,Kisii,11,2018,2,14,2,8,40,11
7998,Kisii,11,2018,2,14,2,8,20,11
7999,Kisii,11,2018,2,14,2,8,30,9
8000,Kisii,11,2018,2,14,2,8,10,10
8001,Kisii,11,2018,2,14,2,8,0,7
8002,Kisii,11,2018,2,14,2,7,50,7
8003,Kisii,11,2018,2,14,2,7,40,7
8004,Kisii,11,2018,2,14,2,7,30,6
8005,Kisii,49,2018,2,14,2,7,12,6
8006,Kisii,11,2018,2,14,2,7,20,5
8007,Kisii,11,2018,2,14,2,7,9,9
8008,Kisii,11,2018,2,14,2,7,0,8
8009,Rongo,49,2017,12,22,4,7,8,3
8010,Rongo,49,2017,12,22,4,7,5,12
8011,Migori,49,2017,12,22,4,7,15,12
8012,Kijauri,11,2017,12,22,4,5,40,2
8013,Kisii,11,2018,2,14,2,5,0,1
8014,Rongo,49,2017,12,22,4,7,13,1
8016,Rongo,49,2017,12,22,4,7,4,3
8027,Kisii,49,2018,2,13,1,7,6,18
8028,Rongo,49,2017,12,23,5,7,4,8
8029,Kisii,49,2018,2,13,1,7,8,1
8030,Kisii,49,2018,2,13,1,7,13,1
8031,Homa Bay,49,2017,12,23,5,7,9,33
8032,Migori,49,2017,12,23,5,7,8,14
8033,Kisii,11,2018,2,13,1,10,30,1
8034,Kisii,11,2018,2,13,1,10,20,11
8035,Kisii,49,2018,2,13,1,7,5,2
8036,Rongo,49,2017,12,23,5,7,14,5
8037,Migori,49,2017,12,23,5,7,12,39
8038,Migori,49,2017,12,23,5,7,13,10
8039,Kisii,11,2018,2,13,1,10,10,11
8041,Kijauri,49,2017,12,23,5,19,3,2
8042,Kijauri,49,2017,12,23,5,7,7,1
8043,Rongo,49,2017,12,23,5,7,5,2
8044,Kijauri,11,2017,12,23,5,6,30,4
8045,Keroka,49,2017,12,23,5,7,4,3
8046,Kijauri,49,2017,12,23,5,7,4,1
8047,Homa Bay,49,2017,12,23,5,7,4,11
8048,Kijauri,11,2017,12,23,5,6,10,2
8049,Migori,49,2017,12,23,5,7,15,7
8050,Kijauri,49,2017,12,23,5,7,6,2
8051,Kijauri,11,2017,12,23,5,5,40,1
8052,Keroka,11,2017,12,23,5,5,30,3
8053,Keroka,49,2017,12,23,5,7,6,1
8054,Kijauri,11,2017,12,23,5,5,20,2
8056,Kisii,11,2018,2,13,1,10,0,10
8060,Kisii,11,2018,2,13,1,9,50,11
8061,Homa Bay,49,2017,12,24,6,7,9,18
8062,Rongo,49,2017,12,24,6,7,14,2
8063,Kisii,11,2018,2,13,1,9,40,6
8064,Kisii,11,2018,2,13,1,5,0,2
8065,Kijauri,49,2017,12,24,6,7,6,1
8066,Kisii,11,2018,2,13,1,9,30,10
8067,Rongo,49,2017,12,24,6,7,4,4
8068,Homa Bay,49,2017,12,24,6,7,4,14
8069,Rongo,49,2017,12,24,6,7,5,3
8073,Kisii,11,2018,2,13,1,9,20,11
8076,Kisii,11,2018,2,13,1,9,10,11
8079,Keroka,49,2017,12,26,1,7,6,1
8080,Keroka,11,2017,12,26,1,8,40,1
8081,Kijauri,11,2017,12,26,1,5,40,1
8082,Kijauri,49,2017,12,26,1,7,6,2
8083,Rongo,49,2017,12,26,1,7,4,1
8084,Rongo,49,2017,12,26,1,7,8,2
8085,Kijauri,11,2017,12,26,1,6,30,1
8087,Homa Bay,49,2017,12,27,2,7,9,30
8088,Kisii,11,2018,2,13,1,9,0,6
8089,Migori,49,2017,12,27,2,7,15,48
8090,Migori,49,2017,12,27,2,7,8,49
8091,Kisii,11,2018,2,13,1,8,50,8
8092,Keroka,49,2017,12,27,2,7,4,1
8093,Migori,49,2017,12,27,2,7,0,47
8094,Migori,49,2017,12,27,2,7,12,47
8095,Migori,49,2017,12,27,2,7,13,47
8096,Homa Bay,49,2017,12,27,2,7,4,8
8097,Kijauri,49,2017,12,27,2,7,6,1
8098,Rongo,49,2017,12,27,2,7,9,2
8099,Rongo,49,2017,12,27,2,7,4,2
8100,Kijauri,11,2017,12,27,2,5,40,1
8101,Rongo,49,2017,12,27,2,7,5,7
8102,Kijauri,49,2017,12,27,2,19,5,1
8103,Kijauri,49,2017,12,27,2,7,7,2
8105,Kisii,11,2018,2,13,1,8,40,10
8106,Kisii,11,2018,2,13,1,8,30,9
8109,Kisii,11,2018,2,13,1,8,20,11
8112,Homa Bay,49,2017,12,28,3,7,9,26
8113,Migori,49,2017,12,28,3,7,8,24
8114,Migori,49,2017,12,28,3,7,15,31
8115,Migori,49,2017,12,28,3,7,12,19
8116,Keroka,49,2017,12,28,3,7,4,2
8117,Kisii,11,2018,2,13,1,8,10,9
8118,Kisii,11,2018,2,13,1,8,0,11
8119,Kisii,11,2018,2,13,1,7,50,10
8120,Rongo,49,2017,12,28,3,7,4,2
8121,Kisii,11,2018,2,13,1,7,40,11
8122,Kisii,11,2018,2,13,1,7,30,11
8123,Kisii,11,2018,2,13,1,7,20,10
8124,Kisii,11,2018,2,13,1,7,0,12
8125,Kisii,11,2018,2,13,1,7,9,7
8126,Kisii,11,2018,2,13,1,6,50,10
20112,Kisii,49,2018,2,13,1,7,9,11
8127,Kisii,11,2018,2,13,1,6,40,9
8128,Kisii,11,2018,2,13,1,6,30,9
8129,Kisii,11,2018,2,13,1,6,20,11
8130,Rongo,49,2017,12,28,3,7,5,1
8131,Kisii,11,2018,2,13,1,6,0,1
8132,Kisii,11,2018,2,13,1,6,10,6
8133,Kijauri,49,2017,12,28,3,19,3,1
8136,Homa Bay,49,2017,12,28,3,7,4,33
8137,Homa Bay,49,2017,12,28,3,7,10,2
8138,Migori,49,2017,12,28,3,7,0,3
8148,Migori,49,2017,12,29,4,7,12,18
8149,Migori,49,2017,12,29,4,7,8,26
8150,Rongo,49,2017,12,29,4,7,4,2
8151,Homa Bay,49,2017,12,29,4,7,9,22
8153,Kisii,49,2018,12,2,6,7,6,9
8154,Kisii,11,2018,12,2,6,10,51,9
8155,Kisii,11,2018,12,2,6,10,50,6
8156,Kisii,11,2018,12,2,6,10,40,4
8157,Kisii,11,2018,12,2,6,10,30,11
8158,Kisii,11,2018,12,2,6,10,20,7
8159,Kisii,11,2018,12,2,6,10,10,10
8160,Kisii,11,2018,12,2,6,10,0,10
8161,Kisii,11,2018,12,2,6,9,50,10
8162,Kisii,11,2018,12,2,6,9,20,6
8163,Kisii,11,2018,12,2,6,9,40,11
8164,Kisii,11,2018,12,2,6,9,10,7
8165,Migori,49,2017,12,29,4,7,15,26
8166,Rongo,49,2017,12,29,4,7,9,2
8167,Kisii,11,2018,12,2,6,9,30,7
8168,Kisii,11,2018,12,2,6,9,0,11
8169,Kisii,11,2018,12,2,6,8,0,10
8170,Kisii,11,2018,12,2,6,8,50,8
8171,Kisii,11,2018,12,2,6,8,40,7
8172,Rongo,49,2017,12,29,4,7,5,1
8173,Kisii,11,2018,12,2,6,8,30,11
8174,Kisii,11,2018,12,2,6,8,20,11
8175,Homa Bay,49,2017,12,29,4,7,4,27
8176,Kijauri,49,2017,12,29,4,7,7,1
8177,Keumbu,11,2017,12,29,4,5,10,1
8178,Keroka,49,2017,12,29,4,7,6,1
8180,Migori,49,2017,12,29,4,7,0,1
8187,Kisii,11,2018,12,2,6,8,10,10
8188,Kijauri,49,2017,12,29,4,7,8,1
8189,Homa Bay,49,2017,12,30,5,7,9,30
8190,Migori,49,2017,12,30,5,7,8,24
8191,Migori,49,2017,12,30,5,7,13,17
8192,Kijauri,11,2017,12,30,5,10,54,1
8193,Migori,49,2017,12,30,5,7,12,11
8194,Migori,49,2017,12,30,5,7,0,1
8195,Rongo,49,2017,12,30,5,7,4,4
8196,Migori,49,2017,12,30,5,7,15,26
8197,Kijauri,49,2017,12,30,5,7,6,5
8198,Kijauri,49,2017,12,30,5,7,7,4
8199,Kijauri,11,2017,12,30,5,6,30,1
8200,Rongo,49,2017,12,30,5,7,9,4
8201,Rongo,49,2017,12,30,5,7,5,1
8202,Homa Bay,49,2017,12,30,5,7,4,31
8203,Kijauri,11,2017,12,30,5,6,10,3
8204,Kisii,11,2018,12,2,6,7,0,5
8206,Kisii,49,2018,12,2,6,7,7,13
8210,Kijauri,11,2017,12,30,5,5,0,1
8211,Rongo,49,2017,12,31,6,7,5,11
8212,Migori,49,2017,12,31,6,7,12,7
8213,Migori,49,2017,12,31,6,7,0,9
8214,Migori,49,2017,12,31,6,7,15,7
8215,Homa Bay,49,2017,12,31,6,7,9,9
8216,Migori,49,2017,12,31,6,7,13,11
8217,Kisii,11,2018,12,2,6,7,50,9
8218,Kisii,11,2018,12,2,6,7,30,9
8219,Keroka,49,2017,12,31,6,7,4,2
8220,Migori,49,2017,12,31,6,7,8,26
8221,Rongo,49,2017,12,31,6,7,9,4
8222,Kijauri,11,2017,12,31,6,5,0,1
8223,Rongo,49,2017,12,31,6,7,14,2
8224,Homa Bay,49,2017,12,31,6,7,4,32
8225,Rongo,49,2017,12,31,6,7,4,3
8230,Kisii,11,2018,12,2,6,7,40,7
8232,Migori,49,2018,1,1,0,7,12,2
8233,Migori,49,2018,1,1,0,7,15,2
8234,Migori,49,2018,1,1,0,7,8,6
8235,Rongo,49,2018,1,1,0,7,5,5
8236,Rongo,49,2018,1,1,0,7,8,1
8237,Rongo,49,2018,1,1,0,7,9,4
8238,Homa Bay,49,2018,1,1,0,7,4,23
8239,Keroka,11,2018,1,1,0,6,40,1
8240,Homa Bay,49,2018,1,1,0,7,9,5
8243,Kisii,11,2018,12,2,6,7,20,6
8244,Kisii,11,2018,12,2,6,7,9,8
8245,Migori,49,2018,2,1,3,7,8,10
8246,Migori,49,2018,2,1,3,7,15,4
8247,Migori,49,2018,2,1,3,7,12,3
8248,Homa Bay,49,2018,2,1,3,7,4,10
8249,Homa Bay,49,2018,2,1,3,7,9,2
8252,Kisii,11,2018,12,2,6,5,40,1
8254,Kisii,11,2018,12,2,6,5,0,1
8259,Migori,49,2018,3,1,3,7,8,4
8261,Migori,49,2018,3,1,3,7,15,12
8264,Kisii,49,2018,11,2,4,7,6,8
8265,Rongo,49,2018,3,1,3,7,4,3
8266,Rongo,49,2018,3,1,3,7,5,7
8267,Kisii,11,2018,11,2,4,6,40,1
8268,Kisii,11,2018,11,2,4,6,30,9
8269,Kisii,11,2018,11,2,4,11,6,3
8270,Kisii,11,2018,11,2,4,11,5,8
8271,Kisii,11,2018,11,2,4,11,4,10
8272,Kisii,11,2018,11,2,4,11,3,8
8273,Kisii,11,2018,11,2,4,11,2,8
8274,Kisii,11,2018,11,2,4,11,1,9
8275,Kisii,11,2018,11,2,4,11,0,10
8276,Kisii,11,2018,11,2,4,10,59,9
8277,Rongo,49,2018,3,1,3,7,14,2
8278,Kisii,11,2018,11,2,4,10,58,11
8279,Kisii,11,2018,11,2,4,10,57,7
8280,Homa Bay,49,2018,3,1,3,7,4,26
8281,Rongo,49,2018,3,1,3,7,9,2
8286,Kisii,11,2018,11,2,4,10,56,11
8287,Kisii,11,2018,11,2,4,10,55,11
8288,Kisii,11,2018,11,2,4,10,54,3
8289,Kisii,49,2018,11,2,4,19,4,23
8290,Kisii,11,2018,11,2,4,10,50,2
8291,Kisii,11,2018,11,2,4,10,51,1
8292,Kisii,11,2018,11,2,4,10,30,3
8293,Migori,49,2018,4,1,6,7,15,14
8294,Migori,49,2018,4,1,6,7,8,11
8295,Rongo,49,2018,4,1,6,7,9,3
8296,Kisii,11,2018,11,2,4,10,40,4
8297,Kisii,11,2018,11,2,4,10,20,5
8298,Kisii,11,2018,11,2,4,10,0,5
8299,Kisii,11,2018,11,2,4,10,10,4
8300,Kisii,11,2018,11,2,4,9,50,7
8301,Kisii,11,2018,11,2,4,9,40,11
8302,Kisii,11,2018,11,2,4,9,30,6
8303,Kijauri,11,2018,4,1,6,9,20,1
8304,Rongo,49,2018,4,1,6,7,4,3
8305,Rongo,49,2018,4,1,6,7,5,3
8306,Homa Bay,49,2018,4,1,6,7,4,30
8307,Migori,49,2018,4,1,6,7,0,1
8308,Migori,49,2018,4,1,6,7,13,3
8309,Migori,49,2018,4,1,6,7,12,1
8312,Kisii,11,2018,11,2,4,9,20,7
8313,Kisii,11,2018,11,2,4,9,10,4
8315,Kisii,11,2018,11,2,4,9,0,8
8316,Kisii,11,2018,11,2,4,8,40,9
8317,Kisii,11,2018,11,2,4,8,50,8
8318,Kisii,11,2018,11,2,4,8,30,10
8319,Migori,49,2018,5,1,1,7,15,13
8320,Kisii,11,2018,11,2,4,8,20,7
8321,Kisii,49,2018,11,2,4,7,10,11
8322,Rongo,49,2018,5,1,1,7,5,6
8323,Migori,49,2018,5,1,1,7,8,8
8324,Homa Bay,49,2018,5,1,1,7,4,30
8325,Kisii,11,2018,11,2,4,8,10,9
8326,Rongo,49,2018,5,1,1,7,11,1
8327,Rongo,49,2018,5,1,1,7,10,3
8328,Rongo,49,2018,5,1,1,7,4,2
8329,Rongo,49,2018,5,1,1,7,9,1
8334,Kisii,11,2018,11,2,4,8,0,10
8335,Kisii,49,2018,11,2,4,19,3,10
8336,Kisii,11,2018,11,2,4,7,50,4
8337,Kisii,11,2018,11,2,4,7,40,9
8338,Kisii,11,2018,11,2,4,7,30,9
8339,Kisii,49,2018,11,2,4,7,7,1
8340,Sirare,49,2018,6,1,4,7,0,48
8341,Migori,49,2018,6,1,4,7,15,16
8342,Rongo,49,2018,6,1,4,7,8,2
8343,Migori,49,2018,6,1,4,7,8,9
8344,Homa Bay,49,2018,6,1,4,7,4,19
8345,Rongo,49,2018,6,1,4,7,10,4
8346,Rongo,49,2018,6,1,4,7,4,2
8347,Kijauri,49,2018,6,1,4,7,6,1
8348,Rongo,49,2018,6,1,4,7,5,6
8349,Kisii,11,2018,11,2,4,5,0,1
8351,Rongo,49,2018,6,1,4,7,9,2
8358,Kisii,49,2018,10,2,1,7,6,3
8359,Kisii,11,2018,10,2,1,5,30,1
8360,Kisii,11,2018,10,2,1,5,10,1
8361,Kisii,11,2018,10,2,1,5,0,1
8369,Kisii,49,2018,9,2,6,7,6,23
8370,Keroka,49,2018,7,1,6,7,4,1
8371,Nyachenge,49,2018,7,1,6,7,5,2
8372,Kehancha,49,2018,7,1,6,7,8,11
8373,Homa Bay,49,2018,7,1,6,7,4,33
8374,Kisii,11,2018,9,2,6,9,0,11
8375,Kisii,49,2018,9,2,6,7,1,2
8376,Kisii,11,2018,9,2,6,10,56,9
8377,Kisii,11,2018,9,2,6,10,55,11
8378,Migori,49,2018,7,1,6,7,8,4
8379,Migori,49,2018,7,1,6,7,15,12
8380,Awendo,49,2018,7,1,6,7,15,1
8381,Awendo,49,2018,7,1,6,7,8,7
8382,Sirare,49,2018,7,1,6,7,0,15
8383,Rongo,49,2018,7,1,6,7,4,4
8384,Rongo,49,2018,7,1,6,7,5,6
8385,Rongo,49,2018,7,1,6,7,9,2
8386,Rongo,49,2018,7,1,6,7,10,1
8391,Kisii,11,2018,9,2,6,10,54,10
8392,Kisii,11,2018,9,2,6,10,53,10
8393,Kisii,11,2018,9,2,6,10,52,10
8394,Kisii,11,2018,9,2,6,10,51,11
8395,Kisii,11,2018,9,2,6,10,50,10
8396,Kisii,11,2018,9,2,6,10,40,10
8397,Awendo,49,2018,8,1,2,7,8,5
8398,Kehancha,49,2018,8,1,2,7,8,4
8399,Kisii,11,2018,9,2,6,10,30,10
8400,Sirare,49,2018,8,1,2,7,0,42
8401,Kisii,11,2018,9,2,6,10,20,10
8402,Kisii,11,2018,9,2,6,10,10,6
8403,Kisii,49,2018,9,2,6,7,4,4
8404,Rongo,49,2018,8,1,2,7,5,7
8405,Homa Bay,49,2018,8,1,2,7,4,31
8406,Migori,49,2018,8,1,2,7,15,28
8407,Kisii,11,2018,9,2,6,10,0,10
8408,Nyachenge,49,2018,8,1,2,7,5,4
8409,Awendo,49,2018,8,1,2,7,15,3
8410,Rongo,49,2018,8,1,2,7,4,4
8411,Migori,49,2018,8,1,2,7,8,6
8412,Rongo,49,2018,8,1,2,7,9,2
8413,Rongo,49,2018,8,1,2,7,10,2
8418,Kisii,11,2018,9,2,6,9,50,9
8419,Kisii,11,2018,9,2,6,9,40,9
8420,Kisii,11,2018,9,2,6,9,30,9
8421,Kisii,11,2018,9,2,6,9,20,9
8422,Kisii,11,2018,9,2,6,9,10,10
8423,Kisii,11,2018,9,2,6,8,50,11
8424,Migori,49,2018,9,1,5,7,15,15
8425,Kisii,11,2018,9,2,6,8,40,11
8426,Kisii,49,2018,9,2,6,7,5,1
8427,Kisii,11,2018,9,2,6,8,30,11
8428,Kisii,11,2018,9,2,6,8,20,10
8429,Kisii,11,2018,9,2,6,8,10,11
8430,Kisii,11,2018,9,2,6,8,0,9
8431,Kisii,11,2018,9,2,6,7,50,11
8432,Kisii,11,2018,9,2,6,7,40,10
8433,Kisii,11,2018,9,2,6,7,30,9
8434,Kisii,49,2018,9,2,6,19,4,13
8435,Kisii,11,2018,9,2,6,7,20,5
8436,Kisii,11,2018,9,2,6,7,9,10
8437,Rongo,49,2018,9,1,5,7,4,3
8438,Kisii,11,2018,9,2,6,7,0,9
8439,Kisii,49,2018,9,2,6,19,3,9
8440,Rongo,49,2018,9,1,5,7,9,2
8441,Kisii,11,2018,9,2,6,6,50,10
8442,Kisii,11,2018,9,2,6,6,40,8
8443,Kisii,11,2018,9,2,6,6,30,6
8444,Kisii,49,2018,9,2,6,7,7,12
8445,Kisii,11,2018,9,2,6,5,30,1
8446,Kisii,11,2018,9,2,6,5,0,1
8449,Awendo,49,2018,9,1,5,7,15,1
8451,Homa Bay,49,2018,9,1,5,7,4,30
8452,Kehancha,49,2018,9,1,5,7,13,1
8453,Kehancha,49,2018,9,1,5,7,8,12
8454,Sirare,49,2018,9,1,5,7,0,50
8455,Awendo,49,2018,9,1,5,7,8,11
8456,Nyachenge,49,2018,9,1,5,7,5,2
8457,Rongo,49,2018,9,1,5,7,5,2
8458,Migori,49,2018,9,1,5,7,8,7
8468,Kisii,49,2018,8,2,3,7,6,24
8469,Kisii,49,2018,8,2,3,7,8,2
8470,Kisii,11,2018,8,2,3,10,30,1
8471,Kisii,11,2018,8,2,3,10,20,11
8472,Kisii,49,2018,8,2,3,7,7,20
8473,Kisii,11,2018,8,2,3,10,10,11
8474,Kisii,11,2018,8,2,3,10,0,10
8475,Migori,49,2018,10,1,0,7,15,10
8476,Kisii,11,2018,8,2,3,9,50,10
8477,Kisii,11,2018,8,2,3,9,40,8
8478,Kisii,11,2018,8,2,3,9,30,11
8479,Kisii,11,2018,8,2,3,9,20,6
8480,Kisii,11,2018,8,2,3,8,30,11
8481,Kisii,11,2018,8,2,3,9,0,2
8482,Kisii,11,2018,8,2,3,8,50,11
8483,Kisii,11,2018,8,2,3,8,40,3
8484,Keroka,49,2018,10,1,0,7,6,1
8485,Kisii,11,2018,8,2,3,8,20,9
8486,Kisii,11,2018,8,2,3,8,10,11
8487,Kisii,11,2018,8,2,3,8,0,9
8488,Kisii,11,2018,8,2,3,7,50,11
8489,Kisii,11,2018,8,2,3,7,40,9
8490,Kisii,49,2018,8,2,3,19,3,2
8491,Kisii,49,2018,8,2,3,7,10,1
8492,Awendo,49,2018,10,1,0,7,12,9
8493,Rongo,49,2018,10,1,0,7,9,2
8494,Kisii,49,2018,8,2,3,19,7,1
8495,Awendo,49,2018,10,1,0,7,8,4
8496,Homa Bay,49,2018,10,1,0,7,4,34
8497,Kehancha,49,2018,10,1,0,7,8,15
8498,Sirare,49,2018,10,1,0,7,0,46
8499,Rongo,49,2018,10,1,0,7,4,1
8500,Rongo,49,2018,10,1,0,7,5,14
8501,Nyachenge,49,2018,10,1,0,7,5,1
8502,Migori,49,2018,10,1,0,7,8,10
8504,Kisii,11,2018,8,2,3,7,30,11
8508,Kisii,11,2018,8,2,3,7,20,10
8510,Awendo,49,2018,10,1,0,7,15,3
8511,Kisii,11,2018,8,2,3,7,9,9
8512,Kisii,49,2018,8,2,3,7,13,1
8513,Kisii,11,2018,8,2,3,7,0,9
8514,Kisii,11,2018,8,2,3,6,50,8
8515,Kisii,11,2018,8,2,3,6,30,1
8516,Kisii,11,2018,8,2,3,5,0,1
8519,Homa Bay,49,2018,11,1,3,7,9,1
8524,Kisii,49,2018,7,2,0,7,0,1
8525,Kisii,49,2018,7,2,0,7,6,25
8526,Kisii,11,2018,7,2,0,9,40,9
8527,Kisii,11,2018,7,2,0,9,50,1
8528,Kisii,11,2018,7,2,0,9,30,12
8529,Migori,49,2018,11,1,3,7,15,25
8530,Kisii,11,2018,7,2,0,9,20,10
8531,Keroka,49,2018,11,1,3,7,6,1
8532,Kisii,11,2018,7,2,0,9,10,8
8533,Kisii,11,2018,7,2,0,9,0,11
8534,Kisii,11,2018,7,2,0,8,50,4
8535,Kisii,11,2018,7,2,0,8,40,1
8536,Kisii,11,2018,7,2,0,8,30,8
8537,Kisii,11,2018,7,2,0,8,20,10
8538,Kisii,11,2018,7,2,0,8,10,10
8539,Kijauri,49,2018,11,1,3,7,6,1
8540,Rongo,49,2018,11,1,3,7,5,8
